timestamp,stage,target_angle,current_angle,angle_error,angle_pid_output,marker_error_x,marker_error_y,vision_yaw_pid_output,vision_pitch_pid_output
0.0,coarse,-30.96,0.1,-31.060000000000002,0,,,,
0.02122354507446289,coarse,-30.96,0.1,-31.060000000000002,-100,,,,
0.03608822822570801,coarse,-30.96,0.1,-31.060000000000002,-100,,,,
0.051198720932006836,coarse,-30.96,0.1,-31.060000000000002,-100,,,,
0.06670212745666504,coarse,-30.96,0.1,-31.060000000000002,-100,,,,
0.08248186111450195,coarse,-30.96,0.1,-31.060000000000002,-100,,,,
0.09763884544372559,coarse,-30.96,0.1,-31.060000000000002,-100,,,,
0.11238384246826172,coarse,-30.96,0.1,-31.060000000000002,-100,,,,
0.1279315948486328,coarse,-30.96,0.1,-31.060000000000002,-100,,,,
0.1430034637451172,coarse,-30.96,-4.3,-26.66,100,,,,
0.15831398963928223,coarse,-30.96,-4.3,-26.66,-100,,,,
0.1736927032470703,coarse,-30.96,-4.3,-26.66,-100,,,,
0.1887648105621338,coarse,-30.96,-4.3,-26.66,-100,,,,
0.2037670612335205,coarse,-30.96,-9.9,-21.060000000000002,100,,,,
0.21907734870910645,coarse,-30.96,-9.9,-21.060000000000002,-100,,,,
0.23439264297485352,coarse,-30.96,-9.9,-21.060000000000002,-100,,,,
0.24913811683654785,coarse,-30.96,-9.9,-21.060000000000002,-100,,,,
0.26383304595947266,coarse,-30.96,-12.0,-18.96,100,,,,
0.2798476219177246,coarse,-30.96,-12.0,-18.96,-95.54490829133988,,,,
0.29518842697143555,coarse,-30.96,-12.0,-18.96,-95.57399445772172,,,,
0.31090235710144043,coarse,-30.96,-15.0,-15.96,100,,,,
0.32610416412353516,coarse,-30.96,-15.0,-15.96,-80.62333597421647,,,,
0.3413698673248291,coarse,-30.96,-15.0,-15.96,-80.64770003652573,,,,
0.35642576217651367,coarse,-30.96,-15.0,-15.96,-80.67172924470903,,,,
0.3712162971496582,coarse,-30.96,-15.8,-15.16,100,,,,
0.3862903118133545,coarse,-30.96,-15.8,-15.16,-76.71700390195846,,,,
0.4013175964355469,coarse,-30.96,-15.8,-15.16,-76.7397852654457,,,,
0.4167656898498535,coarse,-30.96,-15.8,-15.16,-76.76320457506179,,,,
0.43233799934387207,coarse,-30.96,-17.7,-13.260000000000002,100,,,,
0.4469785690307617,coarse,-30.96,-17.7,-13.260000000000002,-67.3032668528557,,,,
0.46236157417297363,coarse,-30.96,-17.7,-13.260000000000002,-67.32366471767426,,,,
0.4780445098876953,coarse,-30.96,-17.7,-13.260000000000002,-67.34446029043198,,,,
0.49311208724975586,coarse,-30.96,-19.2,-11.760000000000002,100,,,,
0.5091543197631836,coarse,-30.96,-19.2,-11.760000000000002,-59.88104542684556,,,,
0.5241923332214355,coarse,-30.96,-21.1,-9.86,100,,,,
0.5389242172241211,coarse,-30.96,-21.1,-9.86,-50.410398545742034,,,,
0.554004430770874,coarse,-30.96,-21.1,-9.86,-50.42526763629913,,,,
0.5694699287414551,coarse,-30.96,-21.1,-9.86,-50.44051661729812,,,,
0.5845530033111572,coarse,-30.96,-21.1,-9.86,-50.455388528823846,,,,
0.5995290279388428,coarse,-30.96,-21.1,-9.86,-50.470154889106745,,,,
0.6146855354309082,coarse,-30.96,-21.1,-9.86,-50.485099205493924,,,,
0.6301891803741455,coarse,-30.96,-22.0,-8.96,100,,,,
0.645688533782959,coarse,-30.96,-22.0,-8.96,-46.01287789201737,,,,
0.661137580871582,coarse,-30.96,-22.0,-8.96,-46.026720238208775,,,,
0.6757950782775879,coarse,-30.96,-22.0,-8.96,-46.03985335588456,,,,
0.690880298614502,coarse,-30.96,-22.0,-8.96,-46.05336971330643,,,,
0.705512285232544,coarse,-30.96,-25.6,-5.359999999999999,100,,,,
0.720513105392456,coarse,-30.96,-25.6,-5.359999999999999,-28.069252897739407,,,,
0.7355833053588867,coarse,-30.96,-25.6,-5.359999999999999,-28.077330524921415,,,,
0.7506508827209473,coarse,-30.96,-26.2,-4.760000000000002,100,,,,
0.7655191421508789,coarse,-30.96,-26.2,-4.760000000000002,-25.091579983234414,,,,
0.7802333831787109,coarse,-30.96,-26.2,-4.760000000000002,-25.098583961963662,,,,
0.7950015068054199,coarse,-30.96,-26.2,-4.760000000000002,-25.105613588809973,,,,
0.8099868297576904,coarse,-30.96,-24.7,-6.260000000000002,-100,,,,
0.8248615264892578,coarse,-30.96,-24.7,-6.260000000000002,-32.62430596113206,,,,
0.8403897285461426,coarse,-30.96,-24.7,-6.260000000000002,-32.63402661561967,,,,
0.8554708957672119,coarse,-30.96,-24.7,-6.260000000000002,-32.643467426300056,,,,
0.8710236549377441,coarse,-30.96,-26.5,-4.460000000000001,100,,,,
0.886077880859375,coarse,-30.96,-26.5,-4.460000000000001,-23.657118141651157,,,,
0.900937557220459,coarse,-30.96,-29.1,-1.8599999999999994,100,,,,
0.900937557220459,fine_tuning,-30.96,-29.1,,,0.29062,-0.11943999999999999,0,0
0.9465837478637695,fine_tuning,-30.96,-29.1,,,0.025780000000000025,-0.10416999999999998,10.294071623948756,-41.5955562865299
0.9926512241363525,searching,-30.96,-27.9,,,,,,
1.0380301475524902,fine_tuning,-30.96,-27.8,,,0.06874999999999998,-0.10416999999999998,17.111245969007307,-18.ggasdas
1.0847446918487549,fine_tuning,-30.96,6.1,,,0.04688000000000003,-0.059719999999999995,6.465442534117546,-8.448187360206335
1.2693734169006348,fine_tuning,-30.96,-2-27.6,,,0.059370000000000034,-0.10416999999999998,8.729845750743765,-18.846335946071147
1.1320607662200928,searching,-30.96,-27.0,,,,,,
1.178410291671753,fine_tuning,-30.96,-26.2,,,0.05625000000000002,-0.07082999999999995,9.86942927694454,-9.318836471637171
1.2238705158233643,fine_tuning,-30.96,-26.1,,,0.04530999999999996,-0.04861000000000004,7.909260769296634,-6.461738955961836
