timestamp,x_pos,y_pos,current_distance,error,derivative,control_speed
1752725934.354302,1.95907,0.06278,1.9600756600958036,0.039924339904196415,-0.46961135197918225,0.052849714562572814
1752725934.3845007,1.96289,0.06277,1.963893384326145,0.03610661567385498,-0.19088621151707175,0.07117791803293028
1752725934.41553,1.96844,0.06278,1.9694408754770985,0.03055912452290155,-0.2773745575476716,0.04866035555248671
1752725934.4460404,1.97089,0.06282,1.971890905831253,0.028109094168746962,-0.12250151770772932,0.05802258365109447
1752725934.4775674,1.97103,0.0628,1.9720301977657442,0.027969802234255825,-0.0069645967245568485,0.06922804591318388
1752725934.5082946,1.97055,0.06276,1.9715491675583443,0.028450832441655693,0.024051510369993423,0.07353223214113858
1752725934.5390508,1.96852,0.06296,1.9695265806787172,0.03047341932128278,0.10112934398135431,0.08629648270134238
1752725934.570352,1.96606,0.06283,1.968286255426278,0.03171374457372189,0.06201626262195559,0.08548598769650029
1752725934.6005976,1.96514,0.06277,1.9661422360805945,0.03385776391940554,0.10720096728418227,0.09536450652693207
1752725934.6321845,1.96564,0.06284,1.9666442167306215,0.03335578326937849,-0.02509903250135226,0.080879554923311
1752725934.662653,1.96715,0.06279,1.968151850493249,0.03184814950675108,-0.0753816881313707,0.07208220495374063
1752725934.6932678,1.96922,0.06288,1.9702236682163778,0.029776331783622156,-0.10359088615644607,0.06408174084341078
1752725934.7239358,1.9719,0.06299,1.9729058137934512,0.027094186206548798,-0.1341072788536679,0.054324737631005204
1752725934.7543235,1.97867,0.06322,1.9796797057352484,0.02032029426475157,-0.3386945970898614,0.016931275952892788
1752725934.7854643,1.98232,0.06329,1.98333008006736,0.01666991993264011,-0.18251871660557306,0.023422928171042967
