ts,grid_x,grid_y,N_mm,E_mm,S_mm,W_mm
2025-09-24T11:45:27,0,0,1542.0,100.0,1000.0,100.0
2025-09-24T11:45:29,0,1,873.0,100.0,,100.0
2025-09-24T11:45:31,0,2,217.0,100.0,,100.0
