ts,grid_x,grid_y,N_mm,E_mm,S_mm,W_mm
2025-09-24T11:47:14,0,0,1586.0,100.0,1000.0,100.0
2025-09-24T11:47:17,0,1,916.0,100.0,,100.0
2025-09-24T11:47:19,0,2,232.0,100.0,,100.0
