timestamp,pos_x_m,pos_y_m,pos_z_m,att_yaw_deg,att_pitch_deg,att_roll_deg,tof_distance_mm,detected_markers
2025-08-13T10:14:40.490,0.0,0.0,0.0,0.0,0.0,0.0,2182.0,
2025-08-13T10:14:40.597,0.0,0.0,0.0,0.14,-0.4,-1.13,2182.0,
2025-08-13T10:14:40.706,-4e-05,-0.0,0.0,0.15,-0.4,-1.13,2196.0,
2025-08-13T10:14:40.815,-2e-05,-0.0,0.0,0.15,-0.4,-1.13,2196.0,
2025-08-13T10:14:40.922,-1e-05,-3e-05,0.0,0.15,-0.4,-1.12,2203.0,
2025-08-13T10:14:41.031,-3e-05,-1e-05,0.0,0.15,-0.4,-1.13,2203.0,
2025-08-13T10:14:41.140,-3e-05,1e-05,0.0,0.14,-0.4,-1.13,2203.0,
2025-08-13T10:14:41.249,-1e-05,5e-05,0.0,0.14,-0.4,-1.13,2207.0,
2025-08-13T10:14:41.357,-5e-05,6e-05,0.0,0.15,-0.4,-1.12,2201.0,
2025-08-13T10:14:41.466,-4e-05,7e-05,0.0,0.15,-0.4,-1.13,2206.0,
2025-08-13T10:14:41.574,-2e-05,9e-05,0.0,0.15,-0.4,-1.13,2206.0,
2025-08-13T10:14:41.683,-3e-05,8e-05,0.0,0.15,-0.4,-1.13,2206.0,
2025-08-13T10:14:41.791,-2e-05,9e-05,0.0,0.15,-0.4,-1.13,2207.0,
2025-08-13T10:14:41.901,-4e-05,4e-05,0.0,0.15,-0.4,-1.12,2207.0,
2025-08-13T10:14:42.010,-5e-05,4e-05,0.0,0.15,-0.4,-1.13,2207.0,
2025-08-13T10:14:42.118,-4e-05,3e-05,0.0,0.15,-0.4,-1.13,2204.0,
2025-08-13T10:14:42.225,-7e-05,-2e-05,0.0,0.14,-0.4,-1.13,2200.0,
2025-08-13T10:14:42.334,-4e-05,-4e-05,0.0,0.15,-0.4,-1.13,2200.0,
2025-08-13T10:14:42.443,-6e-05,-2e-05,0.0,0.15,-0.4,-1.13,2202.0,
2025-08-13T10:14:42.550,-7e-05,-0.0,0.0,0.14,-0.4,-1.13,2202.0,
2025-08-13T10:14:42.658,-0.00018,6e-05,0.0,0.15,-0.39,-1.13,2200.0,
2025-08-13T10:14:42.766,-6e-05,-5e-05,0.0,0.15,-0.4,-1.12,2206.0,
2025-08-13T10:14:42.874,0.00029,0.00014,0.0,0.14,-0.39,-1.12,2208.0,
2025-08-13T10:14:42.982,1e-05,0.00013,0.0,0.14,-0.39,-1.12,2214.0,
2025-08-13T10:14:43.089,9e-05,4e-05,0.0,0.13,-0.39,-1.12,2214.0,
2025-08-13T10:14:43.197,0.00046,-0.00031,0.0,0.14,-0.4,-1.12,2214.0,
2025-08-13T10:14:43.305,0.00052,-0.00033,0.0,0.13,-0.38,-1.11,2213.0,
2025-08-13T10:14:43.411,7e-05,-0.0005,0.0,0.13,-0.39,-1.11,2213.0,
2025-08-13T10:14:43.520,0.0002,-0.00024,0.0,0.13,-0.38,-1.1,1536.0,
2025-08-13T10:14:43.628,0.00061,-9e-05,0.0,0.13,-0.38,-1.1,970.0,
2025-08-13T10:14:43.735,0.00068,-8e-05,0.0,0.13,-0.38,-1.1,960.0,
2025-08-13T10:14:43.844,0.001,7e-05,0.0,0.13,-0.37,-1.1,960.0,
2025-08-13T10:14:43.951,0.0014,0.00022,0.0,0.14,-0.37,-1.1,959.0,
2025-08-13T10:14:44.060,0.00171,0.00019,0.0,0.1,-0.37,-1.09,965.0,
2025-08-13T10:14:44.169,0.00251,-5e-05,0.0,0.11,-0.36,-1.08,959.0,
2025-08-13T10:14:44.277,0.00202,-9e-05,0.0,0.22,-0.34,-1.1,187.0,
2025-08-13T10:14:44.384,0.00176,0.00019,0.0,0.18,-0.35,-1.09,178.0,
2025-08-13T10:14:44.491,0.00308,0.00038,0.0,0.17,-0.35,-1.09,174.0,
2025-08-13T10:14:44.601,0.00261,0.00041,0.0,0.18,-0.35,-1.08,172.0,
2025-08-13T10:14:44.709,0.00241,0.00064,0.0,0.17,-0.34,-1.08,170.0,
2025-08-13T10:14:44.819,0.00268,0.00052,0.0,0.18,-0.35,-1.07,170.0,
2025-08-13T10:14:44.925,0.00303,0.00018,0.0,0.16,-0.35,-1.08,180.0,
2025-08-13T10:14:45.032,0.00277,0.00016,0.0,0.16,-0.34,-1.07,180.0,
2025-08-13T10:14:45.142,0.00268,0.00021,0.0,0.17,-0.34,-1.06,180.0,
2025-08-13T10:14:45.251,0.0026,0.00019,0.0,0.15,-0.34,-1.06,178.0,
2025-08-13T10:14:45.359,0.00242,0.00038,0.0,0.17,-0.34,-1.06,178.0,
