timestamp,pos_x_m,pos_y_m,pos_z_m,att_yaw_deg,att_pitch_deg,att_roll_deg,tof_distance_mm,detected_markers
2025-09-24T11:51:27.984,0.0,0.0,0.0,0.0,0.0,0.0,1497.0,
2025-09-24T11:51:28.094,-4e-05,-3e-05,0.0,-0.82,1.88,-0.12,1497.0,
2025-09-24T11:51:28.198,-0.00011,-3e-05,0.0,-0.82,1.88,-0.12,1497.0,
2025-09-24T11:51:28.309,-0.00015,-3e-05,0.0,-0.82,1.88,-0.12,1494.0,
2025-09-24T11:51:28.417,-0.00019,-6e-05,0.0,-0.82,1.88,-0.12,1496.0,
2025-09-24T11:51:28.528,-0.00023,-7e-05,0.0,-0.82,1.87,-0.12,1494.0,
2025-09-24T11:51:28.632,-0.00025,-8e-05,0.0,-0.82,1.87,-0.12,1494.0,
2025-09-24T11:51:28.740,-0.00028,-8e-05,0.0,-0.82,1.87,-0.12,1494.0,
2025-09-24T11:51:28.843,-0.00031,-0.0001,0.0,-0.82,1.88,-0.12,1493.0,
2025-09-24T11:51:28.945,-0.0003,-0.0001,0.0,-0.82,1.87,-0.12,1494.0,
2025-09-24T11:51:29.045,-0.00034,-0.00012,0.0,-0.82,1.88,-0.12,1496.0,
2025-09-24T11:51:29.160,-0.00034,-0.00011,0.0,-0.82,1.87,-0.12,1496.0,
2025-09-24T11:51:29.262,-0.00038,-7e-05,0.0,-0.82,1.87,-0.12,1496.0,
2025-09-24T11:51:29.374,-0.0004,-9e-05,0.0,-0.82,1.87,-0.12,1496.0,
2025-09-24T11:51:29.478,-0.0004,-0.00013,0.0,-0.82,1.88,-0.12,1495.0,
2025-09-24T11:51:29.584,-0.00043,-0.00013,0.0,-0.82,1.87,-0.12,1495.0,
2025-09-24T11:51:29.690,-0.00046,-0.0001,0.0,-0.82,1.87,-0.12,1495.0,
2025-09-24T11:51:29.791,-0.00046,-0.0001,0.0,-0.82,1.88,-0.12,1494.0,
2025-09-24T11:51:29.895,-0.00048,-0.00013,0.0,-0.82,1.87,-0.12,1493.0,
2025-09-24T11:51:30.003,-0.0005,-0.00012,0.0,-0.82,1.88,-0.12,1492.0,
2025-09-24T11:51:30.114,-0.00051,-0.00016,0.0,-0.81,1.88,-0.11,1492.0,
2025-09-24T11:51:30.218,-0.00056,4e-05,0.0,-0.84,1.87,-0.12,1492.0,
2025-09-24T11:51:30.323,-0.00012,0.00024,0.0,-0.86,1.87,-0.12,1495.0,
2025-09-24T11:51:30.426,0.00055,0.00021,0.0,-0.87,1.87,-0.13,1496.0,
2025-09-24T11:51:30.531,0.00093,0.00055,0.0,-0.88,1.86,-0.13,1496.0,
2025-09-24T11:51:30.635,0.00087,0.00085,0.0,-0.89,1.86,-0.14,1495.0,
2025-09-24T11:51:30.737,0.00284,0.0014,0.0,-0.93,1.98,-0.21,1494.0,
2025-09-24T11:51:30.846,0.03141,-0.00048,0.0,-0.75,2.13,-0.26,1486.0,
2025-09-24T11:51:30.960,0.10246,-0.00264,0.0,-0.65,2.09,-0.16,1443.0,
2025-09-24T11:51:31.071,0.25349,-0.00508,0.0,-0.91,1.8,-0.13,1361.0,
2025-09-24T11:51:31.172,0.30248,-0.00593,0.0,-1.08,1.76,-0.19,1278.0,
2025-09-24T11:51:31.275,0.35056,-0.00669,0.0,-1.19,1.85,-0.16,1216.0,
2025-09-24T11:51:31.385,0.41271,-0.00813,0.0,-1.32,2.04,-0.17,1164.0,
2025-09-24T11:51:31.490,0.47981,-0.00978,0.0,-1.46,1.82,-0.26,1106.0,
2025-09-24T11:51:31.595,0.53323,-0.0109,0.0,-1.46,1.82,-0.26,1036.0,
2025-09-24T11:51:31.697,0.56058,-0.01094,0.0,-1.49,1.74,-0.32,969.0,
2025-09-24T11:51:31.797,0.57054,-0.01138,0.0,-1.5,1.76,-0.3,924.0,
2025-09-24T11:51:31.904,0.57945,-0.01129,0.0,-1.56,1.83,-0.31,906.0,
2025-09-24T11:51:32.012,0.59461,-0.01246,0.0,-1.73,1.8,-0.34,898.0,
2025-09-24T11:51:32.120,0.60996,-0.01302,0.0,-1.77,1.78,-0.3,886.0,
2025-09-24T11:51:32.224,0.61816,-0.01317,0.0,-1.76,1.77,-0.31,866.0,
2025-09-24T11:51:32.328,0.62081,-0.01364,0.0,-1.79,1.79,-0.32,854.0,
2025-09-24T11:51:32.436,0.62448,-0.01389,0.0,-1.82,1.79,-0.33,850.0,
2025-09-24T11:51:32.536,0.0,0.635,0.0,0.0,1.79,-0.33,844.0,
2025-09-24T11:51:32.647,0.63311,-0.01431,0.0,-1.99,1.73,-0.32,840.0,
2025-09-24T11:51:32.752,0.63387,-0.01448,0.0,-2.0,1.74,-0.32,836.0,
2025-09-24T11:51:32.863,0.63382,-0.01463,0.0,-2.01,1.74,-0.33,835.0,
2025-09-24T11:51:32.966,0.63389,-0.01443,0.0,-1.75,1.73,-0.33,835.0,
2025-09-24T11:51:33.074,0.6327,-0.01786,0.0,6.17,1.72,-0.1,835.0,
2025-09-24T11:51:33.185,0.63387,-0.01761,0.0,13.5,1.67,0.19,836.0,
2025-09-24T11:51:33.290,0.635,-0.01763,0.0,21.6,1.6,0.4,836.0,
2025-09-24T11:51:33.397,0.63617,-0.01686,0.0,29.72,1.49,0.59,836.0,
2025-09-24T11:51:33.504,0.63652,-0.01652,0.0,38.11,1.36,0.79,836.0,
2025-09-24T11:51:33.606,0.63625,-0.01533,0.0,46.32,1.12,0.98,837.0,
2025-09-24T11:51:33.707,0.63696,-0.01439,0.0,58.86,0.77,1.25,837.0,
2025-09-24T11:51:33.813,0.63822,-0.01337,0.0,66.24,0.56,1.31,837.0,
2025-09-24T11:51:33.920,0.63847,-0.01179,0.0,70.54,0.4,1.39,837.0,
2025-09-24T11:51:34.029,0.63763,-0.0105,0.0,78.88,0.11,1.46,837.0,
2025-09-24T11:51:34.136,0.63763,-0.0105,0.0,82.89,-0.01,1.45,837.0,
2025-09-24T11:51:34.243,0.63611,-0.0115,0.0,85.68,-0.09,1.44,837.0,
2025-09-24T11:51:34.348,0.63357,-0.01087,0.0,87.37,-0.16,1.49,838.0,
2025-09-24T11:51:34.453,0.63383,-0.01072,0.0,88.76,-0.21,1.48,838.0,
2025-09-24T11:51:34.560,0.63525,-0.01103,0.0,89.49,-0.23,1.44,837.0,
2025-09-24T11:51:34.671,0.63498,-0.01061,0.0,90.09,-0.26,1.43,837.0,
