ts,grid_x,grid_y,N_mm,E_mm,S_mm,W_mm
2025-09-24T11:49:48,0,0,1488.0,1000.0,1000.0,1000.0
2025-09-24T11:49:50,0,1,949.0,1000.0,,1000.0
