ts,grid_x,grid_y,N_mm,E_mm,S_mm,W_mm
2025-08-12T12:03:39,0,0,186,942,170,125
2025-08-12T12:03:49,1,0,114,1104,890,
2025-08-12T12:03:57,2,0,111,858,108,
2025-08-12T12:04:05,3,0,60,198,818,
2025-08-12T12:04:15,3,-1,,165,886,122
2025-08-12T12:04:25,3,-2,,36,262,877
2025-08-12T12:04:36,2,-2,925,,97,829
2025-08-12T12:04:45,2,-1,198,200,,777
2025-08-12T12:04:55,1,-1,942,,748,142
2025-08-12T12:05:17,1,-2,,1171,106,400
