timestamp,pos_x_m,pos_y_m,pos_z_m,att_yaw_deg,att_pitch_deg,att_roll_deg,tof_distance_mm,detected_markers
2025-09-24T11:57:29.004,0.0,0.0,0.0,0.3,-0.21,-0.78,1563.0,
2025-09-24T11:57:29.108,2e-05,-1e-05,0.0,0.3,-0.21,-0.78,1563.0,
2025-09-24T11:57:29.212,-1e-05,3e-05,0.0,0.3,-0.21,-0.78,1563.0,
2025-09-24T11:57:29.315,-2e-05,-0.0,0.0,0.3,-0.21,-0.78,1567.0,
2025-09-24T11:57:29.418,-2e-05,-0.0,0.0,0.3,-0.21,-0.78,1562.0,
2025-09-24T11:57:29.522,-4e-05,1e-05,0.0,0.3,-0.21,-0.78,1565.0,
2025-09-24T11:57:29.627,-2e-05,-3e-05,0.0,0.3,-0.21,-0.78,1565.0,
2025-09-24T11:57:29.731,-1e-05,-3e-05,0.0,0.3,-0.21,-0.78,1565.0,
2025-09-24T11:57:29.836,-4e-05,1e-05,0.0,0.3,-0.21,-0.78,1565.0,
2025-09-24T11:57:29.939,-3e-05,3e-05,0.0,0.3,-0.21,-0.78,1566.0,
2025-09-24T11:57:30.044,-3e-05,1e-05,0.0,0.3,-0.21,-0.78,1566.0,
2025-09-24T11:57:30.148,-4e-05,-1e-05,0.0,0.3,-0.21,-0.78,1567.0,
2025-09-24T11:57:30.252,1e-05,1e-05,0.0,0.3,-0.21,-0.78,1564.0,
2025-09-24T11:57:30.365,0.0,-0.0,0.0,0.3,-0.2,-0.78,1564.0,
2025-09-24T11:57:30.469,-0.0,5e-05,0.0,0.3,-0.21,-0.78,1564.0,
2025-09-24T11:57:30.572,-2e-05,5e-05,0.0,0.3,-0.21,-0.78,1564.0,
2025-09-24T11:57:30.675,-3e-05,5e-05,0.0,0.3,-0.21,-0.78,1564.0,
2025-09-24T11:57:30.785,-4e-05,3e-05,0.0,0.3,-0.21,-0.78,1562.0,
2025-09-24T11:57:30.887,-2e-05,3e-05,0.0,0.3,-0.21,-0.78,1562.0,
2025-09-24T11:57:30.989,-3e-05,-1e-05,0.0,0.3,-0.21,-0.78,1564.0,
2025-09-24T11:57:31.092,-4e-05,1e-05,0.0,0.3,-0.2,-0.78,1564.0,
2025-09-24T11:57:31.196,-0.0,1e-05,0.0,0.3,-0.21,-0.78,1564.0,
2025-09-24T11:57:31.299,-0.00032,-0.00044,0.0,0.3,-0.21,-0.78,1564.0,
2025-09-24T11:57:31.400,4e-05,-0.00012,0.0,0.3,-0.2,-0.78,1563.0,
2025-09-24T11:57:31.501,-2e-05,3e-05,0.0,0.3,-0.2,-0.78,1562.0,
2025-09-24T11:57:31.603,0.00372,-0.00039,0.0,0.24,-0.05,-0.8,1562.0,
2025-09-24T11:57:31.705,0.03976,-0.00194,0.0,0.35,0.15,-0.82,1561.0,
2025-09-24T11:57:31.806,0.11444,-0.00334,0.0,0.37,-0.0,-0.69,1552.0,
2025-09-24T11:57:31.909,0.19682,-0.00246,0.0,0.22,-0.33,-0.63,1539.0,
2025-09-24T11:57:32.015,0.26223,-0.00188,0.0,0.15,-0.4,-0.68,1384.0,
2025-09-24T11:57:32.119,0.30985,-0.00197,0.0,0.06,-0.25,-0.66,1311.0,
2025-09-24T11:57:32.223,0.35885,-0.00219,0.0,0.01,-0.04,-0.68,1253.0,
2025-09-24T11:57:32.327,0.42119,-0.00242,0.0,-0.1,-0.08,-0.61,1202.0,
2025-09-24T11:57:32.431,0.48643,-0.00233,0.0,-0.12,-0.21,-0.67,1137.0,
