ts,grid_x,grid_y,N_mm,E_mm,S_mm,W_mm
2025-09-24T11:57:31,0,0,1564.0,100.0,1000.0,100.0
2025-09-24T11:57:33,0,1,898.0,100.0,,100.0
2025-09-24T11:57:35,0,2,206.0,1000.0,,1000.0
2025-09-24T11:57:39,1,2,1000.0,795.0,100.0,
2025-09-24T11:57:41,2,2,100.0,167.0,100.0,
