ts,grid_x,grid_y,N_mm,E_mm,S_mm,W_mm
2025-09-24T11:49:16,0,0,222.0,1000.0,1000.0,1000.0
2025-09-24T11:49:18,0,1,881.0,1000.0,,1000.0
