timestamp,pos_x_m,pos_y_m,pos_z_m,att_yaw_deg,att_pitch_deg,att_roll_deg,tof_distance_mm,detected_markers
2025-09-24T11:52:33.241,0.635,0.635,0.0,90.0,0.0,0.0,138.0,
2025-09-24T11:52:33.343,3e-05,-3e-05,0.0,90.27,-0.02,1.16,138.0,
2025-09-24T11:52:33.447,2e-05,0.0,0.0,90.27,-0.02,1.16,138.0,
2025-09-24T11:52:33.550,2e-05,3e-05,0.0,90.27,-0.02,1.16,138.0,
2025-09-24T11:52:33.652,-1e-05,2e-05,0.0,90.27,-0.02,1.16,138.0,
2025-09-24T11:52:33.761,-2e-05,3e-05,0.0,90.27,-0.01,1.16,138.0,
2025-09-24T11:52:33.870,-0.0,0.0,0.0,90.27,-0.02,1.16,138.0,
2025-09-24T11:52:33.973,-2e-05,-0.0,0.0,90.27,-0.02,1.16,138.0,
2025-09-24T11:52:34.081,-1e-05,-1e-05,0.0,90.27,-0.01,1.16,138.0,
2025-09-24T11:52:34.189,-0.0,-3e-05,0.0,90.26,-0.02,1.16,138.0,
2025-09-24T11:52:34.289,2e-05,-3e-05,0.0,90.27,-0.01,1.16,138.0,
2025-09-24T11:52:34.390,2e-05,-3e-05,0.0,90.27,-0.01,1.16,138.0,
2025-09-24T11:52:34.497,3e-05,-3e-05,0.0,90.26,-0.02,1.16,137.0,
2025-09-24T11:52:34.602,7e-05,1e-05,0.0,90.26,-0.02,1.16,137.0,
2025-09-24T11:52:34.709,6e-05,-2e-05,0.0,90.27,-0.01,1.16,137.0,
2025-09-24T11:52:34.814,6e-05,-1e-05,0.0,90.27,-0.02,1.16,137.0,
2025-09-24T11:52:34.914,4e-05,-7e-05,0.0,90.27,-0.02,1.16,137.0,
2025-09-24T11:52:35.019,3e-05,-2e-05,0.0,90.27,-0.02,1.16,137.0,
2025-09-24T11:52:35.129,4e-05,-4e-05,0.0,90.27,-0.02,1.16,137.0,
2025-09-24T11:52:35.230,3e-05,-6e-05,0.0,90.27,-0.02,1.16,137.0,
2025-09-24T11:52:35.331,3e-05,-7e-05,0.0,90.28,-0.01,1.16,137.0,
2025-09-24T11:52:35.440,1e-05,0.00015,0.0,90.23,-0.02,1.16,137.0,
2025-09-24T11:52:35.546,0.00031,7e-05,0.0,90.3,-0.02,1.16,137.0,
2025-09-24T11:52:35.652,0.00479,-0.00069,0.0,97.96,-0.23,1.16,137.0,
2025-09-24T11:52:35.756,0.00477,-0.00011,0.0,105.06,-0.45,1.19,137.0,
2025-09-24T11:52:35.862,0.00478,0.00116,0.0,113.18,-0.69,1.09,137.0,
2025-09-24T11:52:35.966,0.00515,0.00245,0.0,121.59,-0.89,0.96,137.0,
2025-09-24T11:52:36.069,0.00494,0.0032,0.0,130.22,-1.08,0.83,136.0,
2025-09-24T11:52:36.173,0.00438,0.00395,0.0,139.04,-1.25,0.64,136.0,
2025-09-24T11:52:36.279,0.00358,0.00404,0.0,147.8,-1.42,0.47,136.0,
2025-09-24T11:52:36.385,0.00213,0.00507,0.0,156.69,-1.54,0.24,136.0,
2025-09-24T11:52:36.488,0.00074,0.00543,0.0,165.55,-1.58,0.04,135.0,
2025-09-24T11:52:36.597,0.00048,0.00537,0.0,174.46,-1.67,-0.15,135.0,
2025-09-24T11:52:36.716,-0.00043,0.00471,0.0,-172.19,-1.68,-0.45,136.0,
2025-09-24T11:52:36.821,-0.00192,0.00404,0.0,-164.59,-1.68,-0.69,137.0,
2025-09-24T11:52:36.931,-0.00343,0.00292,0.0,-155.05,-1.69,-0.94,138.0,
2025-09-24T11:52:37.045,-0.00511,0.00275,0.0,-146.89,-1.51,-1.16,138.0,
2025-09-24T11:52:37.155,-0.00629,0.00088,0.0,-138.2,-1.39,-1.37,137.0,
2025-09-24T11:52:37.257,-0.00608,-0.00061,0.0,-129.58,-1.21,-1.58,137.0,
2025-09-24T11:52:37.360,-0.00681,-0.00185,0.0,-120.96,-1.01,-1.73,138.0,
2025-09-24T11:52:37.465,-0.00567,-0.00274,0.0,-112.38,-0.8,-1.89,138.0,
2025-09-24T11:52:37.573,-0.00462,-0.00342,0.0,-105.89,-0.63,-1.97,138.0,
2025-09-24T11:52:37.673,-0.00266,-0.00371,0.0,-100.48,-0.5,-2.0,138.0,
2025-09-24T11:52:37.775,0.00031,-0.00452,0.0,-96.06,-0.37,-2.0,138.0,
2025-09-24T11:52:37.878,0.00166,-0.00526,0.0,-93.05,-0.28,-2.0,138.0,
2025-09-24T11:52:37.989,0.00256,-0.00411,0.0,-90.17,-0.17,-2.0,138.0,
2025-09-24T11:52:38.096,0.003,-0.00171,0.0,-90.17,-0.17,-2.0,138.0,
2025-09-24T11:52:38.197,0.00379,-0.00064,0.0,-89.01,-0.15,-2.02,191.0,
2025-09-24T11:52:38.301,0.00379,-0.0001,0.0,-88.89,-0.16,-2.02,401.0,
2025-09-24T11:52:38.405,0.00364,0.00055,0.0,-88.91,-0.15,-2.02,440.0,
2025-09-24T11:52:38.513,0.0038,0.00112,0.0,-88.84,-0.14,-2.01,440.0,
2025-09-24T11:52:38.616,0.00389,0.00198,0.0,-88.83,-0.14,-2.01,269.0,
2025-09-24T11:52:38.717,0.0037,0.00231,0.0,-88.85,-0.15,-2.02,231.0,
2025-09-24T11:52:38.826,0.00356,0.00298,0.0,-88.86,-0.15,-2.02,221.0,
2025-09-24T11:52:38.926,0.00371,0.00337,0.0,-88.87,-0.15,-2.02,221.0,
