timestamp,pos_x_m,pos_y_m,pos_z_m,att_yaw_deg,att_pitch_deg,att_roll_deg,tof_distance_mm,detected_markers
2025-09-24T11:45:25.216,0.0,0.0,0.0,0.0,0.0,0.0,1526.0,
2025-09-24T11:45:25.326,1e-05,-3e-05,0.0,0.32,-0.17,-0.81,1526.0,
2025-09-24T11:45:25.429,2e-05,-3e-05,0.0,0.32,-0.17,-0.81,1533.0,
2025-09-24T11:45:25.534,5e-05,-0.0,0.0,0.32,-0.17,-0.81,1538.0,
2025-09-24T11:45:25.642,1e-05,-0.0,0.0,0.32,-0.17,-0.81,1544.0,
2025-09-24T11:45:25.743,3e-05,-3e-05,0.0,0.32,-0.17,-0.81,1544.0,
2025-09-24T11:45:25.847,2e-05,-4e-05,0.0,0.32,-0.17,-0.81,1545.0,
2025-09-24T11:45:25.954,2e-05,-8e-05,0.0,0.32,-0.17,-0.8,1545.0,
2025-09-24T11:45:26.055,7e-05,-6e-05,0.0,0.32,-0.17,-0.81,1546.0,
2025-09-24T11:45:26.159,7e-05,-4e-05,0.0,0.32,-0.17,-0.81,1546.0,
2025-09-24T11:45:26.263,7e-05,-4e-05,0.0,0.32,-0.17,-0.81,1548.0,
2025-09-24T11:45:26.370,7e-05,-3e-05,0.0,0.32,-0.17,-0.81,1544.0,
2025-09-24T11:45:26.475,4e-05,-3e-05,0.0,0.32,-0.17,-0.8,1548.0,
2025-09-24T11:45:26.575,9e-05,1e-05,0.0,0.32,-0.17,-0.81,1548.0,
2025-09-24T11:45:26.683,8e-05,2e-05,0.0,0.32,-0.17,-0.81,1548.0,
2025-09-24T11:45:26.784,4e-05,0.0,0.0,0.32,-0.17,-0.8,1549.0,
2025-09-24T11:45:26.888,6e-05,1e-05,0.0,0.32,-0.17,-0.81,1549.0,
2025-09-24T11:45:26.998,6e-05,3e-05,0.0,0.32,-0.17,-0.81,1551.0,
2025-09-24T11:45:27.099,3e-05,4e-05,0.0,0.32,-0.17,-0.81,1551.0,
2025-09-24T11:45:27.207,2e-05,4e-05,0.0,0.32,-0.17,-0.81,1542.0,
2025-09-24T11:45:27.313,7e-05,6e-05,0.0,0.32,-0.17,-0.81,1542.0,
2025-09-24T11:45:27.422,0.00012,0.00023,0.0,0.32,-0.17,-0.81,1542.0,
2025-09-24T11:45:27.529,-1e-05,0.00075,0.0,0.32,-0.17,-0.8,1542.0,
2025-09-24T11:45:27.641,-0.00014,0.00119,0.0,0.32,-0.18,-0.8,1543.0,
2025-09-24T11:45:27.742,-0.00051,0.00157,0.0,0.31,-0.17,-0.8,1542.0,
2025-09-24T11:45:27.846,0.0071,0.00186,0.0,0.27,-0.05,-0.8,1545.0,
2025-09-24T11:45:27.956,0.05574,0.00133,0.0,0.19,0.01,-0.76,1541.0,
