ts,grid_x,grid_y,N_mm,E_mm,S_mm,W_mm
2025-09-24T11:58:33,0,0,1542.0,100.0,1000.0,100.0
2025-09-24T11:58:38,0,1,861.0,100.0,,100.0
2025-09-24T11:58:41,0,2,210.0,1000.0,,1000.0
2025-09-24T11:58:47,1,2,1000.0,793.0,100.0,
2025-09-24T11:58:51,2,2,100.0,205.0,100.0,
