angle,tof,timestamp
0,655,2025-07-23 10:12:09.564113
0,655,2025-07-23 10:12:09.625462
0,657,2025-07-23 10:12:09.687700
0,655,2025-07-23 10:12:09.748456
0,655,2025-07-23 10:12:09.809997
0,654,2025-07-23 10:12:09.871621
0,657,2025-07-23 10:12:09.933102
0,654,2025-07-23 10:12:09.994815
0,656,2025-07-23 10:12:10.056681
0,656,2025-07-23 10:12:10.119510
0,655,2025-07-23 10:12:10.181676
0,656,2025-07-23 10:12:10.243791
0,658,2025-07-23 10:12:10.306646
0,655,2025-07-23 10:12:10.368195
0,656,2025-07-23 10:12:10.430406
0,654,2025-07-23 10:12:10.493155
0,655,2025-07-23 10:12:10.554212
0,656,2025-07-23 10:12:10.615919
0,657,2025-07-23 10:12:10.679386
0,658,2025-07-23 10:12:10.741206
0,657,2025-07-23 10:12:10.803359
0,654,2025-07-23 10:12:10.865786
0,656,2025-07-23 10:12:10.927139
0,655,2025-07-23 10:12:10.989499
0,654,2025-07-23 10:12:11.051249
0,657,2025-07-23 10:12:11.112176
0,654,2025-07-23 10:12:11.173950
0,658,2025-07-23 10:12:11.235176
0,657,2025-07-23 10:12:11.298403
0,654,2025-07-23 10:12:11.360115
0,656,2025-07-23 10:12:11.422043
0,656,2025-07-23 10:12:11.484308
0,657,2025-07-23 10:12:11.546000
0,657,2025-07-23 10:12:11.607309
0,657,2025-07-23 10:12:11.668615
0,656,2025-07-23 10:12:11.730295
0,655,2025-07-23 10:12:11.791381
0,656,2025-07-23 10:12:11.853385
0,658,2025-07-23 10:12:11.917062
0,654,2025-07-23 10:12:11.979407
0,658,2025-07-23 10:12:12.042630
0,657,2025-07-23 10:12:12.104218
0,657,2025-07-23 10:12:12.165778
0,657,2025-07-23 10:12:12.228004
0,658,2025-07-23 10:12:12.289634
0,656,2025-07-23 10:12:12.351422
0,654,2025-07-23 10:12:12.413519
0,657,2025-07-23 10:12:12.475997
0,656,2025-07-23 10:12:12.538720
0,656,2025-07-23 10:12:12.601509
0,659,2025-07-23 10:12:12.662420
0,655,2025-07-23 10:12:12.723759
0,656,2025-07-23 10:12:12.786146
0,656,2025-07-23 10:12:12.848559
0,656,2025-07-23 10:12:12.909501
0,656,2025-07-23 10:12:12.970907
0,657,2025-07-23 10:12:13.032708
0,656,2025-07-23 10:12:13.094398
0,656,2025-07-23 10:12:13.156941
0,654,2025-07-23 10:12:13.218276
0,655,2025-07-23 10:12:13.280343
0,658,2025-07-23 10:12:13.341766
0,656,2025-07-23 10:12:13.404171
0,655,2025-07-23 10:12:13.466627
0,656,2025-07-23 10:12:13.528796
0,656,2025-07-23 10:12:13.590602
0,655,2025-07-23 10:12:13.654501
0,655,2025-07-23 10:12:13.716396
0,656,2025-07-23 10:12:13.778958
0,656,2025-07-23 10:12:13.841506
0,656,2025-07-23 10:12:13.902927
0,656,2025-07-23 10:12:13.965057
0,656,2025-07-23 10:12:14.028043
0,654,2025-07-23 10:12:14.090054
0,656,2025-07-23 10:12:14.151564
0,656,2025-07-23 10:12:14.213309
0,655,2025-07-23 10:12:14.275372
0,654,2025-07-23 10:12:14.337225
0,655,2025-07-23 10:12:14.399037
0,656,2025-07-23 10:12:14.460389
0,656,2025-07-23 10:12:14.522560
0,658,2025-07-23 10:12:14.583894
0,658,2025-07-23 10:12:14.645048
0,658,2025-07-23 10:12:14.706763
0,657,2025-07-23 10:12:14.768561
0,656,2025-07-23 10:12:14.832187
0,654,2025-07-23 10:12:14.893478
0,654,2025-07-23 10:12:14.955916
0,655,2025-07-23 10:12:15.018561
0,658,2025-07-23 10:12:15.079819
0,656,2025-07-23 10:12:15.142029
0,654,2025-07-23 10:12:15.203700
0,658,2025-07-23 10:12:15.266087
0,658,2025-07-23 10:12:15.329649
0,659,2025-07-23 10:12:15.392366
0,654,2025-07-23 10:12:15.453618
0,655,2025-07-23 10:12:15.515257
0,658,2025-07-23 10:12:15.576635
0,656,2025-07-23 10:12:15.639081
0,655,2025-07-23 10:12:15.701628
0,655,2025-07-23 10:12:15.763654
0,656,2025-07-23 10:12:15.825339
0,657,2025-07-23 10:12:15.887041
0,657,2025-07-23 10:12:15.949669
0,657,2025-07-23 10:12:16.010962
0,656,2025-07-23 10:12:16.072850
0,655,2025-07-23 10:12:16.135561
0,656,2025-07-23 10:12:16.198257
0,655,2025-07-23 10:12:16.258741
0,656,2025-07-23 10:12:16.320518
0,655,2025-07-23 10:12:16.382667
0,654,2025-07-23 10:12:16.444286
0,658,2025-07-23 10:12:16.507046
0,656,2025-07-23 10:12:16.568971
0,656,2025-07-23 10:12:16.631889
0,659,2025-07-23 10:12:16.693756
0,659,2025-07-23 10:12:16.754717
0,659,2025-07-23 10:12:16.816077
0,657,2025-07-23 10:12:16.877618
0,659,2025-07-23 10:12:16.938939
0,655,2025-07-23 10:12:17.000520
0,659,2025-07-23 10:12:17.062712
0,655,2025-07-23 10:12:17.124315
0,656,2025-07-23 10:12:17.185904
0,656,2025-07-23 10:12:17.248096
0,655,2025-07-23 10:12:17.310795
0,657,2025-07-23 10:12:17.372954
0,656,2025-07-23 10:12:17.435490
0,657,2025-07-23 10:12:17.497188
0,657,2025-07-23 10:12:17.557722
0,655,2025-07-23 10:12:17.619494
0,655,2025-07-23 10:12:17.681157
0,655,2025-07-23 10:12:17.743083
0,656,2025-07-23 10:12:17.804641
0,657,2025-07-23 10:12:17.866624
0,658,2025-07-23 10:12:17.928318
0,659,2025-07-23 10:12:17.989940
0,656,2025-07-23 10:12:18.051799
0,654,2025-07-23 10:12:18.114291
0,657,2025-07-23 10:12:18.175843
0,656,2025-07-23 10:12:18.238241
0,656,2025-07-23 10:12:18.300382
0,656,2025-07-23 10:12:18.362883
0,653,2025-07-23 10:12:18.425375
0,655,2025-07-23 10:12:18.487622
0,657,2025-07-23 10:12:18.550644
0,655,2025-07-23 10:12:18.613090
0,656,2025-07-23 10:12:18.675158
0,657,2025-07-23 10:12:18.737041
0,656,2025-07-23 10:12:18.800298
0,656,2025-07-23 10:12:18.862448
0,655,2025-07-23 10:12:18.924808
0,656,2025-07-23 10:12:18.986565
0,656,2025-07-23 10:12:19.049126
0,658,2025-07-23 10:12:19.110436
0,656,2025-07-23 10:12:19.173994
0,654,2025-07-23 10:12:19.236427
0,658,2025-07-23 10:12:19.298035
0,657,2025-07-23 10:12:19.358224
0,656,2025-07-23 10:12:19.420607
0,658,2025-07-23 10:12:19.481487
0,655,2025-07-23 10:12:19.543472
0,657,2025-07-23 10:12:19.605250
0,656,2025-07-23 10:12:19.666360
0,657,2025-07-23 10:12:19.728805
0,656,2025-07-23 10:12:19.790581
0,654,2025-07-23 10:12:19.854149
0,659,2025-07-23 10:12:19.917539
0,654,2025-07-23 10:12:19.979773
0,655,2025-07-23 10:12:20.042103
0,656,2025-07-23 10:12:20.106009
0,654,2025-07-23 10:12:20.168376
0,655,2025-07-23 10:12:20.230764
0,657,2025-07-23 10:12:20.292231
0,655,2025-07-23 10:12:20.354248
0,658,2025-07-23 10:12:20.416179
0,658,2025-07-23 10:12:20.477556
0,658,2025-07-23 10:12:20.540449
0,656,2025-07-23 10:12:20.602404
0,656,2025-07-23 10:12:20.664450
0,657,2025-07-23 10:12:20.726283
0,659,2025-07-23 10:12:20.787978
0,656,2025-07-23 10:12:20.850483
0,657,2025-07-23 10:12:20.911145
0,657,2025-07-23 10:12:20.972252
0,655,2025-07-23 10:12:21.034671
0,657,2025-07-23 10:12:21.096613
0,655,2025-07-23 10:12:21.159347
0,657,2025-07-23 10:12:21.222073
0,657,2025-07-23 10:12:21.283841
0,657,2025-07-23 10:12:21.346281
0,657,2025-07-23 10:12:21.408823
0,656,2025-07-23 10:12:21.470311
0,658,2025-07-23 10:12:21.531811
0,654,2025-07-23 10:12:21.593161
0,656,2025-07-23 10:12:21.654676
0,654,2025-07-23 10:12:21.718021
0,657,2025-07-23 10:12:21.779722
0,655,2025-07-23 10:12:21.842748
0,655,2025-07-23 10:12:21.904585
0,657,2025-07-23 10:12:21.966836
0,656,2025-07-23 10:12:22.029067
0,654,2025-07-23 10:12:22.090864
0,658,2025-07-23 10:12:22.154126
0,656,2025-07-23 10:12:22.216705
0,656,2025-07-23 10:12:22.278820
0,652,2025-07-23 10:12:22.340570
0,655,2025-07-23 10:12:22.402591
0,657,2025-07-23 10:12:22.464890
0,657,2025-07-23 10:12:22.526511
0,658,2025-07-23 10:12:22.589430
0,656,2025-07-23 10:12:22.651150
0,655,2025-07-23 10:12:22.713077
0,656,2025-07-23 10:12:22.775784
0,655,2025-07-23 10:12:22.838151
0,655,2025-07-23 10:12:22.899813
0,656,2025-07-23 10:12:22.961800
0,657,2025-07-23 10:12:23.024041
0,656,2025-07-23 10:12:23.086111
0,655,2025-07-23 10:12:23.148607
0,656,2025-07-23 10:12:23.209831
0,658,2025-07-23 10:12:23.271480
0,658,2025-07-23 10:12:23.332482
0,656,2025-07-23 10:12:23.394601
0,656,2025-07-23 10:12:23.456228
0,657,2025-07-23 10:12:23.517163
0,655,2025-07-23 10:12:23.578902
0,655,2025-07-23 10:12:23.640240
0,656,2025-07-23 10:12:23.702545
0,655,2025-07-23 10:12:23.764348
0,655,2025-07-23 10:12:23.826022
0,656,2025-07-23 10:12:23.887350
0,652,2025-07-23 10:12:23.949933
0,655,2025-07-23 10:12:24.012922
0,655,2025-07-23 10:12:24.074638
0,657,2025-07-23 10:12:24.136501
0,657,2025-07-23 10:12:24.197914
0,655,2025-07-23 10:12:24.258516
0,657,2025-07-23 10:12:24.320800
0,656,2025-07-23 10:12:24.383068
0,656,2025-07-23 10:12:24.444563
0,657,2025-07-23 10:12:24.506076
0,657,2025-07-23 10:12:24.568650
0,655,2025-07-23 10:12:24.630488
0,654,2025-07-23 10:12:24.692419
0,656,2025-07-23 10:12:24.754974
0,656,2025-07-23 10:12:24.815854
0,654,2025-07-23 10:12:24.877205
0,658,2025-07-23 10:12:24.939618
0,655,2025-07-23 10:12:25.002063
0,657,2025-07-23 10:12:25.064805
0,657,2025-07-23 10:12:25.125852
0,655,2025-07-23 10:12:25.187931
0,657,2025-07-23 10:12:25.250012
0,657,2025-07-23 10:12:25.312162
0,653,2025-07-23 10:12:25.374967
0,659,2025-07-23 10:12:25.436481
0,655,2025-07-23 10:12:25.499537
0,658,2025-07-23 10:12:25.560591
0,656,2025-07-23 10:12:25.621562
0,655,2025-07-23 10:12:25.684382
0,656,2025-07-23 10:12:25.746668
0,655,2025-07-23 10:12:25.809274
0,659,2025-07-23 10:12:25.870693
0,655,2025-07-23 10:12:25.933244
0,658,2025-07-23 10:12:25.995270
0,657,2025-07-23 10:12:26.056997
0,655,2025-07-23 10:12:26.118964
0,657,2025-07-23 10:12:26.180089
0,656,2025-07-23 10:12:26.241982
0,656,2025-07-23 10:12:26.304076
0,655,2025-07-23 10:12:26.367726
0,655,2025-07-23 10:12:26.428984
0,658,2025-07-23 10:12:26.490469
0,655,2025-07-23 10:12:26.552819
0,657,2025-07-23 10:12:26.614224
0,655,2025-07-23 10:12:26.675796
0,654,2025-07-23 10:12:26.737336
0,656,2025-07-23 10:12:26.799488
0,656,2025-07-23 10:12:26.861847
0,657,2025-07-23 10:12:26.924905
0,656,2025-07-23 10:12:26.987460
0,655,2025-07-23 10:12:27.049056
0,654,2025-07-23 10:12:27.110547
0,656,2025-07-23 10:12:27.171766
0,656,2025-07-23 10:12:27.232901
0,656,2025-07-23 10:12:27.294619
0,658,2025-07-23 10:12:27.357125
0,656,2025-07-23 10:12:27.419523
0,654,2025-07-23 10:12:27.482298
0,657,2025-07-23 10:12:27.543892
0,656,2025-07-23 10:12:27.605612
0,656,2025-07-23 10:12:27.667381
0,656,2025-07-23 10:12:27.728771
0,656,2025-07-23 10:12:27.790076
0,655,2025-07-23 10:12:27.852010
0,655,2025-07-23 10:12:27.913403
0,655,2025-07-23 10:12:27.974984
0,653,2025-07-23 10:12:28.036668
0,658,2025-07-23 10:12:28.098133
0,658,2025-07-23 10:12:28.159118
0,655,2025-07-23 10:12:28.220956
0,657,2025-07-23 10:12:28.283165
0,654,2025-07-23 10:12:28.345576
0,655,2025-07-23 10:12:28.407883
0,656,2025-07-23 10:12:28.469244
0,654,2025-07-23 10:12:28.530764
0,654,2025-07-23 10:12:28.593387
0,656,2025-07-23 10:12:28.655218
0,655,2025-07-23 10:12:28.717661
0,655,2025-07-23 10:12:28.779778
0,655,2025-07-23 10:12:28.841767
0,654,2025-07-23 10:12:28.904471
0,656,2025-07-23 10:12:28.966112
0,652,2025-07-23 10:12:29.027483
0,656,2025-07-23 10:12:29.089604
0,656,2025-07-23 10:12:29.150866
0,655,2025-07-23 10:12:29.211903
0,655,2025-07-23 10:12:29.273537
0,656,2025-07-23 10:12:29.335289
0,656,2025-07-23 10:12:29.397937
0,656,2025-07-23 10:12:29.459504
0,656,2025-07-23 10:12:29.521655
0,655,2025-07-23 10:12:29.583845
0,655,2025-07-23 10:12:29.645451
0,656,2025-07-23 10:12:29.707643
0,657,2025-07-23 10:12:29.770503
0,654,2025-07-23 10:12:29.832802
0,656,2025-07-23 10:12:29.895093
0,656,2025-07-23 10:12:29.957553
0,655,2025-07-23 10:12:30.018973
0,654,2025-07-23 10:12:30.080655
0,657,2025-07-23 10:12:30.142406
0,655,2025-07-23 10:12:30.204796
0,652,2025-07-23 10:12:30.266364
0,658,2025-07-23 10:12:30.328625
0,653,2025-07-23 10:12:30.390233
0,656,2025-07-23 10:12:30.452485
0,656,2025-07-23 10:12:30.515082
0,655,2025-07-23 10:12:30.576390
0,655,2025-07-23 10:12:30.637946
0,655,2025-07-23 10:12:30.700425
0,655,2025-07-23 10:12:30.761992
0,654,2025-07-23 10:12:30.823921
0,655,2025-07-23 10:12:30.886454
0,656,2025-07-23 10:12:30.948220
0,654,2025-07-23 10:12:31.011139
0,656,2025-07-23 10:12:31.073631
0,654,2025-07-23 10:12:31.135105
0,654,2025-07-23 10:12:31.195617
0,654,2025-07-23 10:12:31.257517
0,656,2025-07-23 10:12:31.320743
0,657,2025-07-23 10:12:31.382587
0,657,2025-07-23 10:12:31.445266
0,653,2025-07-23 10:12:31.506685
0,657,2025-07-23 10:12:31.568320
0,654,2025-07-23 10:12:31.631053
0,655,2025-07-23 10:12:31.693776
0,656,2025-07-23 10:12:31.755499
0,655,2025-07-23 10:12:31.817834
0,656,2025-07-23 10:12:31.880291
0,654,2025-07-23 10:12:31.942803
0,655,2025-07-23 10:12:32.004960
0,656,2025-07-23 10:12:32.067307
0,655,2025-07-23 10:12:32.130212
0,655,2025-07-23 10:12:32.191788
0,655,2025-07-23 10:12:32.254154
0,659,2025-07-23 10:12:32.315980
0,656,2025-07-23 10:12:32.379077
0,653,2025-07-23 10:12:32.440006
0,656,2025-07-23 10:12:32.501053
0,655,2025-07-23 10:12:32.563197
0,654,2025-07-23 10:12:32.626023
0,656,2025-07-23 10:12:32.687206
0,655,2025-07-23 10:12:32.748990
0,656,2025-07-23 10:12:32.810859
0,653,2025-07-23 10:12:32.871852
0,656,2025-07-23 10:12:32.932794
0,656,2025-07-23 10:12:32.994691
0,655,2025-07-23 10:12:33.056503
0,656,2025-07-23 10:12:33.118527
0,653,2025-07-23 10:12:33.181072
0,654,2025-07-23 10:12:33.242870
0,655,2025-07-23 10:12:33.305000
0,655,2025-07-23 10:12:33.367759
0,653,2025-07-23 10:12:33.429686
0,658,2025-07-23 10:12:33.491607
0,655,2025-07-23 10:12:33.553728
0,656,2025-07-23 10:12:33.616360
0,655,2025-07-23 10:12:33.677975
0,654,2025-07-23 10:12:33.740904
0,655,2025-07-23 10:12:33.802737
0,654,2025-07-23 10:12:33.864376
0,655,2025-07-23 10:12:33.926313
0,655,2025-07-23 10:12:33.987030
0,655,2025-07-23 10:12:34.048409
0,655,2025-07-23 10:12:34.109955
0,654,2025-07-23 10:12:34.172512
0,654,2025-07-23 10:12:34.235286
0,654,2025-07-23 10:12:34.295702
0,655,2025-07-23 10:12:34.358712
0,655,2025-07-23 10:12:34.420580
0,655,2025-07-23 10:12:34.483117
0,659,2025-07-23 10:12:34.545978
0,657,2025-07-23 10:12:34.607418
0,652,2025-07-23 10:12:34.670311
0,658,2025-07-23 10:12:34.731081
0,656,2025-07-23 10:12:34.794275
0,654,2025-07-23 10:12:34.855885
0,659,2025-07-23 10:12:34.916711
0,659,2025-07-23 10:12:34.978658
0,654,2025-07-23 10:12:35.041189
0,655,2025-07-23 10:12:35.102509
0,654,2025-07-23 10:12:35.164983
0,655,2025-07-23 10:12:35.227804
0,656,2025-07-23 10:12:35.289007
0,655,2025-07-23 10:12:35.350827
0,657,2025-07-23 10:12:35.414220
0,656,2025-07-23 10:12:35.476279
0,654,2025-07-23 10:12:35.538199
0,654,2025-07-23 10:12:35.599503
0,658,2025-07-23 10:12:35.660919
0,655,2025-07-23 10:12:35.722964
0,658,2025-07-23 10:12:35.784732
0,656,2025-07-23 10:12:35.846255
0,656,2025-07-23 10:12:35.907255
0,655,2025-07-23 10:12:35.968010
0,655,2025-07-23 10:12:36.028866
0,656,2025-07-23 10:12:36.090488
0,655,2025-07-23 10:12:36.151807
0,653,2025-07-23 10:12:36.214566
0,655,2025-07-23 10:12:36.276411
0,655,2025-07-23 10:12:36.340170
0,656,2025-07-23 10:12:36.402770
