ts,grid_x,grid_y,N_mm,E_mm,S_mm,W_mm
2025-09-24T11:51:30,0,0,1492.0,1000.0,1000.0,1000.0
2025-09-24T11:51:32,0,1,836.0,1000.0,,1000.0
