timestamp,action,target,current_x,current_y,current_distance,error,output,current_yaw
1754562827.460693,move,0.6,0.52783,-0.04039,0.5293968255477172,0.07060317445228281,0.14239975371054667,
1754562827.491741,move,0.6,0.53551,-0.04107,0.5371063809898371,0.06289361901016288,0.12448306397147685,
1754562827.5225825,move,0.6,0.53963,-0.04143,0.5412418724562985,0.058758127543701466,0.12417215790159522,
1754562827.5539374,move,0.6,0.54779,-0.04206,0.5494261560937921,0.050573843906207894,0.10570767118035729,
1754562827.5851908,move,0.6,0.55176,-0.04218,0.5533936191356023,0.04660638086439772,0.10660591654585902,
1754562827.6168556,move,0.6,0.55844,-0.04246,0.5600754471497569,0.0399245528502431,0.09250599731914635,
1754562827.6482816,move,0.6,0.56343,-0.04265,0.565065417894247,0.034934582105752954,0.08774243576718391,
1754562827.6794617,move,0.6,0.56541,-0.04275,0.5670472922958013,0.03295270770419867,0.08963351905603704,
1754562827.7097301,move,0.6,0.56806,-0.0429,0.5697010336132453,0.030298966386754667,0.08453904231230493,
1754562827.7403417,move,0.6,0.56888,-0.04294,0.5705217058973304,0.029478294102669556,0.08644148645297334,
1754562827.7715156,move,0.6,0.56994,-0.043,0.5715832045293143,0.028416795470685652,0.08457574680481393,
1754562827.8019512,move,0.6,0.57031,-0.04306,0.5719566880455198,0.028043311954480177,0.08518984999678511,
1754562827.833759,move,0.6,0.57118,-0.04304,0.5728226731720734,0.027177326827926618,0.08322960834344204,
1754562827.864571,move,0.6,0.57188,-0.04306,0.5735221803034299,0.026477819696570037,0.0824880845031594,
1754562827.8949912,move,0.6,0.57415,-0.0433,0.5758038334363536,0.024196166563646426,0.07652408635232134,
1754562827.9265778,move,0.6,0.57575,-0.04344,0.5774098414471301,0.022590158552869832,0.07539444660162478,
1754562828.9636598,turn,85.7,0.5983,-0.04594,,90.0,80.0,-4.3
1754562828.994587,turn,85.7,0.59834,-0.04591,,90.0,80.0,-4.3
1754562829.025955,turn,85.7,0.59836,-0.04589,,90.0,80.0,-4.3
1754562829.0570633,turn,85.7,0.59826,-0.04599,,89.69,80.0,-3.99
1754562829.0878263,turn,85.7,0.59793,-0.04626,,88.47,80.0,-2.77
1754562829.1187124,turn,85.7,0.597,-0.0489,,85.09,80.0,0.61
1754562829.1491256,turn,85.7,0.59699,-0.04964,,82.74000000000001,80.0,2.96
1754562829.180554,turn,85.7,0.59725,-0.04938,,81.61,80.0,4.09
1754562829.2116714,turn,85.7,0.59784,-0.04909,,79.08,80.0,6.62
1754562829.2423146,turn,85.7,0.59797,-0.04924,,77.65,80.0,8.05
1754562829.27362,turn,85.7,0.5981,-0.0497,,74.7,80.0,11.0
1754562829.3037996,turn,85.7,0.59827,-0.04984,,73.34,80.0,12.36
1754562829.3346567,turn,85.7,0.59853,-0.04989,,70.53,80.0,15.17
1754562829.365021,turn,85.7,0.5988,-0.04999,,69.01,80.0,16.69
1754562829.3961277,turn,85.7,0.59921,-0.04991,,66.06,80.0,19.64
1754562829.426856,turn,85.7,0.59945,-0.04961,,64.61,80.0,21.09
1754562829.4568949,turn,85.7,0.59997,-0.04951,,61.53,80.0,24.17
1754562829.4877207,turn,85.7,0.60049,-0.04891,,58.550000000000004,80.0,27.15
1754562829.5179787,turn,85.7,0.60069,-0.0488,,57.02,80.0,28.68
1754562829.5489488,turn,85.7,0.60103,-0.04872,,53.81,80.0,31.89
1754562829.5793042,turn,85.7,0.6016,-0.04854,,50.77,80.0,34.93
1754562829.6091363,turn,85.7,0.60165,-0.04843,,47.63,80.0,38.07
1754562829.6399796,turn,85.7,0.60189,-0.04849,,46.080000000000005,80.0,39.62
1754562829.6698463,turn,85.7,0.6019,-0.04831,,42.92,80.0,42.78
1754562829.701179,turn,85.7,0.60202,-0.04808,,41.32,80.0,44.38
1754562829.7308755,turn,85.7,0.60247,-0.04806,,38.14,80.0,47.56
1754562829.7612054,turn,85.7,0.60247,-0.04806,,36.540000000000006,80.0,49.16
1754562829.7924318,turn,85.7,0.60261,-0.0474,,33.45,78.67726292441954,52.25
1754562829.8228986,turn,85.7,0.60281,-0.04711,,31.89,77.16483572663886,53.81
1754562829.853531,turn,85.7,0.6033,-0.04706,,28.67,66.41910267666037,57.03
1754562829.8849888,turn,85.7,0.60354,-0.04674,,28.67,71.67500000000001,57.03
1754562829.9155354,turn,85.7,0.60391,-0.04626,,25.470000000000006,58.437112361655316,60.23
1754562829.9458256,turn,85.7,0.60413,-0.04618,,23.940000000000005,57.32442457062797,61.76
1754562829.9770012,turn,85.7,0.60375,-0.0454,,21.42,49.50837944325482,64.28
1754562830.007624,turn,85.7,0.60345,-0.04522,,20.03,47.80544333195787,65.67
1754562830.037942,turn,85.7,0.6032,-0.04523,,17.53,39.702039704945626,68.17
1754562830.0686948,turn,85.7,0.60316,-0.04518,,16.39,39.12151609852155,69.31
1754562830.0988448,turn,85.7,0.60295,-0.0449,,14.370000000000005,32.57507588290185,71.33
1754562830.1287105,turn,85.7,0.60275,-0.04499,,13.38000000000001,31.79258260022675,72.32
1754562830.1592696,turn,85.7,0.60227,-0.04462,,11.480000000000004,25.59126593536911,74.22
1754562830.1892154,turn,85.7,0.60135,-0.04364,,9.89,22.07020813362844,75.81
1754562830.219979,turn,85.7,0.60099,-0.04333,,8.540000000000006,19.155850331700687,77.16
1754562830.2505577,turn,85.7,0.60076,-0.04323,,7.329999999999998,16.34649301397204,78.37
1754562830.2810771,turn,85.7,0.60044,-0.04324,,6.790000000000006,16.090319292544244,78.91
1754562830.3125103,turn,85.7,0.59959,-0.04318,,5.710000000000008,12.557066019417498,79.99
1754562830.3426015,turn,85.7,0.59922,-0.04307,,5.710000000000008,14.27500000000002,79.99
1754562830.3736653,turn,85.7,0.59871,-0.04282,,4.890000000000001,10.905135512046101,80.81
1754562830.4045742,turn,85.7,0.59862,-0.04278,,4.490000000000009,10.577935568223053,81.21
1754562830.4346378,turn,85.7,0.59874,-0.04291,,3.75,8.144276995305148,81.95
1754562830.4653182,turn,85.7,0.59887,-0.04303,,3.3700000000000045,7.8057124795039154,82.33
1754562830.495983,turn,85.7,0.59901,-0.04314,,2.8299999999999983,6.194508245410779,82.87
1754562830.5261402,turn,85.7,0.59898,-0.04321,,2.5799999999999983,6.035507040137873,83.12
1754562830.5568616,turn,85.7,0.59899,-0.04336,,2.200000000000003,4.8815391253734965,83.5
1754562830.5875983,turn,85.7,0.59919,-0.04363,,1.9699999999999989,4.550854249567548,83.73
